id,qty,date
0,12.0,2023-04-01
0,7.0,2023-04-02
0,6.0,2023-04-03
0,3.0,2023-04-04
0,1.0,2023-04-05
0,0.0,2023-04-06
0,6.0,2023-04-07
0,11.0,2023-04-08
0,11.0,2023-04-09
0,24.0,2023-04-10
0,47.0,2023-04-11
0,95.0,2023-04-12
0,113.0,2023-04-13
0,137.0,2023-04-14
0,160.0,2023-04-15
0,334.0,2023-04-16
0,0.0,2023-04-17
0,116.0,2023-04-18
0,663.0,2023-04-19
0,907.0,2023-04-20
0,600.0,2023-04-21
0,503.0,2023-04-22
0,521.0,2023-04-23
0,303.0,2023-04-24
0,239.0,2023-04-25
0,263.0,2023-04-26
0,259.0,2023-04-27
0,245.0,2023-04-28
0,283.0,2023-04-29
0,292.0,2023-04-30
0,263.0,2023-05-01
0,306.0,2023-05-02
0,448.0,2023-05-03
0,785.0,2023-05-04
0,819.0,2023-05-05
0,836.0,2023-05-06
0,645.0,2023-05-07
0,404.0,2023-05-08
0,543.0,2023-05-09
0,388.0,2023-05-10
0,337.0,2023-05-11
0,364.0,2023-05-12
0,445.0,2023-05-13
0,577.0,2023-05-14
0,302.75,2023-05-15
1,3.0,2023-04-03
1,4.0,2023-04-04
1,0.0,2023-04-05
1,0.0,2023-04-06
1,0.0,2023-04-07
1,0.0,2023-04-08
1,1.0,2023-04-09
1,0.0,2023-04-10
1,4.0,2023-04-11
1,7.0,2023-04-12
1,5.0,2023-04-13
1,4.0,2023-04-14
1,12.0,2023-04-15
1,39.0,2023-04-16
1,66.0,2023-04-17
1,67.0,2023-04-18
1,60.0,2023-04-19
1,87.0,2023-04-20
1,46.0,2023-04-21
1,33.0,2023-04-22
1,24.0,2023-04-23
1,30.0,2023-04-24
1,29.0,2023-04-25
1,29.0,2023-04-26
1,19.0,2023-04-27
1,25.0,2023-04-28
1,23.0,2023-04-29
1,18.0,2023-04-30
1,19.0,2023-05-01
1,25.0,2023-05-02
1,56.0,2023-05-03
1,76.0,2023-05-04
1,68.0,2023-05-05
1,79.0,2023-05-06
1,60.0,2023-05-07
1,45.0,2023-05-08
1,42.0,2023-05-09
1,43.0,2023-05-10
1,41.0,2023-05-11
1,25.0,2023-05-12
1,37.0,2023-05-13
1,65.0,2023-05-14
1,106.0,2023-05-15
2,1.0,2023-04-02
2,1.0,2023-04-03
2,0.0,2023-04-04
2,0.0,2023-04-05
2,1.0,2023-04-06
2,0.0,2023-04-07
2,0.0,2023-04-08
2,0.0,2023-04-09
2,0.0,2023-04-10
2,0.0,2023-04-11
2,2.0,2023-04-12
2,4.0,2023-04-13
2,4.0,2023-04-14
2,6.0,2023-04-15
2,9.0,2023-04-16
2,16.0,2023-04-17
2,10.0,2023-04-18
2,23.0,2023-04-19
2,28.0,2023-04-20
2,22.0,2023-04-21
2,14.0,2023-04-22
2,13.0,2023-04-23
2,18.0,2023-04-24
2,13.0,2023-04-25
2,5.0,2023-04-26
2,7.0,2023-04-27
2,7.0,2023-04-28
2,8.0,2023-04-29
2,3.0,2023-04-30
2,6.0,2023-05-01
2,7.0,2023-05-02
2,14.0,2023-05-03
2,39.0,2023-05-04
2,43.0,2023-05-05
2,10.372093023255816,2023-05-06
2,44.0,2023-05-07
2,26.0,2023-05-08
2,11.0,2023-05-09
2,15.0,2023-05-10
2,11.0,2023-05-11
2,3.0,2023-05-12
2,7.0,2023-05-13
2,4.0,2023-05-14
2,1.0,2023-05-15
3,3.0,2023-04-14
3,5.0,2023-04-15
3,5.0,2023-04-16
3,7.0,2023-04-17
3,13.0,2023-04-18
3,7.0,2023-04-19
3,1.0,2023-04-20
3,0.0,2023-04-21
3,0.0,2023-04-22
3,0.0,2023-04-23
3,0.0,2023-04-24
3,0.0,2023-04-25
3,0.0,2023-04-26
3,0.0,2023-04-27
3,1.0,2023-04-28
3,8.0,2023-04-29
3,2.0,2023-04-30
3,6.0,2023-05-01
3,1.0,2023-05-02
3,14.0,2023-05-03
3,18.0,2023-05-04
3,23.0,2023-05-05
3,6.870967741935484,2023-05-06
3,36.0,2023-05-07
3,17.0,2023-05-08
3,9.0,2023-05-09
3,5.0,2023-05-10
3,7.0,2023-05-11
3,5.0,2023-05-12
3,8.0,2023-05-13
3,2.0,2023-05-14
3,10.0,2023-05-15
4,2.0,2023-04-14
4,3.0,2023-04-15
4,2.0,2023-04-16
4,2.0,2023-04-17
4,3.0,2023-04-18
4,4.0,2023-04-19
4,4.0,2023-04-20
4,6.0,2023-04-21
4,0.0,2023-04-22
4,0.0,2023-04-23
4,0.0,2023-04-24
4,1.0,2023-04-25
4,1.0,2023-04-26
4,0.0,2023-04-27
4,0.0,2023-04-28
4,5.0,2023-04-29
4,2.0,2023-04-30
4,4.0,2023-05-01
4,3.0,2023-05-02
4,6.0,2023-05-03
4,11.0,2023-05-04
4,16.0,2023-05-05
4,21.0,2023-05-06
4,17.0,2023-05-07
4,10.0,2023-05-08
4,7.0,2023-05-09
4,5.0,2023-05-10
4,7.0,2023-05-11
4,19.0,2023-05-12
4,7.0,2023-05-13
4,2.0,2023-05-14
4,6.0,2023-05-15
5,1.0,2023-04-11
5,1.0,2023-04-12
5,1.0,2023-04-13
5,0.0,2023-04-14
5,0.0,2023-04-15
5,0.0,2023-04-16
5,0.0,2023-04-17
5,5.0,2023-04-18
5,11.0,2023-04-19
5,2.0,2023-04-20
5,10.0,2023-04-21
5,3.0,2023-04-22
5,8.0,2023-04-23
5,7.0,2023-04-24
5,3.0,2023-04-25
5,6.0,2023-04-26
5,3.0,2023-04-27
5,9.0,2023-04-28
5,4.0,2023-04-29
5,12.0,2023-04-30
5,10.0,2023-05-01
5,17.0,2023-05-02
5,22.0,2023-05-03
5,14.0,2023-05-04
5,12.0,2023-05-05
5,4.0,2023-05-06
5,15.0,2023-05-07
5,28.0,2023-05-08
5,57.0,2023-05-09
5,24.0,2023-05-10
5,29.0,2023-05-11
5,37.0,2023-05-12
5,43.0,2023-05-13
5,56.0,2023-05-14
5,13.352941176470589,2023-05-15
6,1.0,2023-04-13
6,0.0,2023-04-14
6,0.0,2023-04-15
6,2.0,2023-04-16
6,1.0,2023-04-17
6,8.0,2023-04-18
6,8.0,2023-04-19
6,5.0,2023-04-20
6,6.0,2023-04-21
6,5.0,2023-04-22
6,10.0,2023-04-23
6,7.0,2023-04-24
6,2.0,2023-04-25
6,13.0,2023-04-26
6,0.0,2023-04-27
6,8.0,2023-04-28
6,2.0,2023-04-29
6,7.0,2023-04-30
6,3.0,2023-05-01
6,12.0,2023-05-02
6,18.0,2023-05-03
6,8.0,2023-05-04
6,16.0,2023-05-05
6,4.0,2023-05-06
6,9.0,2023-05-07
6,15.0,2023-05-08
6,10.0,2023-05-09
6,8.0,2023-05-10
6,20.0,2023-05-11
6,24.0,2023-05-12
6,28.0,2023-05-13
6,40.0,2023-05-14
6,9.375,2023-05-15
7,1.0,2023-04-14
7,1.0,2023-04-15
7,0.0,2023-04-16
7,1.0,2023-04-17
7,4.0,2023-04-18
7,9.0,2023-04-19
7,6.0,2023-04-20
7,0.0,2023-04-21
7,0.0,2023-04-22
7,0.0,2023-04-23
7,0.0,2023-04-24
7,0.0,2023-04-25
7,0.0,2023-04-26
7,0.0,2023-04-27
7,0.0,2023-04-28
7,4.0,2023-04-29
7,3.0,2023-04-30
7,4.0,2023-05-01
7,10.0,2023-05-02
7,25.0,2023-05-03
7,7.0,2023-05-04
7,5.0,2023-05-05
7,2.0,2023-05-06
7,7.0,2023-05-07
7,6.0,2023-05-08
7,16.0,2023-05-09
7,18.0,2023-05-10
7,20.0,2023-05-11
7,15.0,2023-05-12
7,25.0,2023-05-13
7,44.0,2023-05-14
7,7.516129032258065,2023-05-15
8,1.0,2023-04-18
8,2.0,2023-04-19
8,6.0,2023-04-20
8,1.0,2023-04-21
8,0.0,2023-04-22
8,0.0,2023-04-23
8,0.0,2023-04-24
8,0.0,2023-04-25
8,0.0,2023-04-26
8,0.0,2023-04-27
8,0.0,2023-04-28
8,0.0,2023-04-29
8,3.0,2023-04-30
8,0.0,2023-05-01
8,2.0,2023-05-02
8,3.0,2023-05-03
8,5.0,2023-05-04
8,2.0,2023-05-05
8,1.0,2023-05-06
8,1.0,2023-05-07
8,4.0,2023-05-08
8,4.0,2023-05-09
8,14.0,2023-05-10
8,5.0,2023-05-11
8,13.0,2023-05-12
8,11.0,2023-05-13
8,14.0,2023-05-14
8,3.4074074074074074,2023-05-15
9,2.0,2023-04-01
9,4.0,2023-04-02
9,7.0,2023-04-03
9,1.0,2023-04-04
9,0.0,2023-04-05
9,0.0,2023-04-06
9,0.0,2023-04-07
9,3.0,2023-04-08
9,2.0,2023-04-09
9,8.0,2023-04-10
9,12.0,2023-04-11
9,18.0,2023-04-12
9,13.0,2023-04-13
9,15.0,2023-04-14
9,17.0,2023-04-15
9,29.0,2023-04-16
9,33.0,2023-04-17
9,9.818181818181818,2023-04-18
9,30.0,2023-04-19
9,16.0,2023-04-20
