qty__standard_deviation,qty__mean,seller_level_Large,seller_level_Medium,seller_level_Small,seller_level_Special,warehouse _region_东北,warehouse _region_华东,warehouse _region_华中,warehouse _region_华北,warehouse _region_华南,warehouse _region_西北,warehouse _region_西南,category1_个人护理,category1_传统滋补,category1_厨具,category1_宠物生活,category1_家具,category1_家庭清洁/纸品,category1_家用电器,category1_家装建材,category1_手机通讯,category1_数码,category1_服饰内衣,category1_玩具乐器,category1_珠宝首饰,category1_生活日用,category1_电脑、办公,category1_美妆护肤,category1_运动户外,category1_酒类,category1_食品饮料,category1_鲜花/奢侈品,label
9.78360916351746,8.090909090909092,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3.4973425566675176,8.636363636363637,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2.6783490659374976,8.090909090909092,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
29.035458516091484,63.18181818181818,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
3.394209945926267,5.545454545454546,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6.125411101062915,10.454545454545457,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3.367319850445843,5.454545454545454,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
20.387567107479587,61.72727272727273,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5.035411790591356,5.090909090909091,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2.8225772175018227,4.181818181818182,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
21.268064757104643,56.81818181818182,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3.939627032730991,5.454545454545454,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1.6006197146962735,1.7272727272727273,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4.995866059648759,13.363636363636363,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
9.976832667868326,6.909090909090909,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3.3966439440489826,3.909090909090909,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1.7200807207658635,4.636363636363637,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1.1354541815269814,1.2727272727272727,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
