qty__sum_values,qty__median,qty__mean,qty__length,qty__standard_deviation,qty__variance,qty__root_mean_square,qty__maximum,qty__absolute_maximum,qty__minimum
89.0,5.0,8.090909090909092,11.0,9.78360916351746,95.7190082644628,12.695740158880781,29.0,29.0,0.0
95.0,7.0,8.636363636363637,11.0,3.4973425566675176,12.231404958677688,9.317627477967866,15.0,15.0,5.0
89.0,8.0,8.090909090909092,11.0,2.6783490659374976,7.1735537190082646,8.522696969643098,12.0,12.0,3.0
695.0,46.0,63.18181818181818,11.0,29.035458516091484,843.0578512396695,69.53416426476987,132.0,132.0,32.0
61.0,4.0,5.545454545454546,11.0,3.394209945926267,11.520661157024794,6.50174801670499,12.0,12.0,2.0
115.0,10.0,10.454545454545455,11.0,6.125411101062915,37.5206611570248,12.116855277595,24.0,24.0,0.0
60.0,5.0,5.454545454545454,11.0,3.367319850445843,11.338842975206612,6.410219114110617,12.0,12.0,1.0
679.0,66.0,61.72727272727273,11.0,20.387567107479587,415.65289256198355,65.00699263086311,92.0,92.0,30.0
56.0,4.0,5.090909090909091,11.0,5.035411790591356,25.355371900826448,7.16049769727826,15.0,15.0,0.0
46.0,4.0,4.181818181818182,11.0,2.8225772175018227,7.966942148760331,5.04524979109513,10.0,10.0,1.0
625.0,57.0,56.81818181818182,11.0,21.268064757104643,452.33057851239664,60.66824839762859,107.0,107.0,29.0
60.0,5.0,5.454545454545454,11.0,3.939627032730991,15.520661157024792,6.728501116350303,13.0,13.0,1.0
19.0,1.0,1.7272727272727273,11.0,1.6006197146962735,2.56198347107438,2.354878881270658,5.0,5.0,0.0
147.0,14.0,13.363636363636363,11.0,4.995866059648759,24.958677685950416,14.266935709725987,21.0,21.0,5.0
76.0,3.0,6.909090909090909,11.0,9.976832667868326,99.53719008264461,12.135597524338358,33.0,33.0,0.0
43.0,2.0,3.909090909090909,11.0,3.3966439440489826,11.53719008264463,5.178627406773132,12.0,12.0,0.0
51.0,6.0,4.636363636363637,11.0,1.7200807207658637,2.958677685950413,4.945153734166962,6.0,6.0,2.0
14.0,1.0,1.2727272727272727,11.0,1.1354541815269814,1.2892561983471074,1.7056057308448835,3.0,3.0,0.0
626.0,50.0,56.90909090909091,11.0,25.987600349028504,675.3553719008264,62.56196927846821,125.0,125.0,26.0
368.0,34.0,33.45454545454545,11.0,16.461324570385283,270.9752066115703,37.28514205661309,66.0,66.0,8.0
650.0,51.0,59.09090909090909,11.0,17.89085365845071,320.08264462809916,61.73992372701947,90.0,90.0,33.0
270.0,20.0,24.545454545454547,11.0,9.745522387823561,94.97520661157023,26.40936473023434,44.0,44.0,13.0
28.0,2.0,2.5454545454545454,11.0,2.104697618689132,4.429752066115703,3.302891295379082,7.0,7.0,0.0
17.0,1.0,1.5454545454545454,11.0,1.827250112931071,3.3388429752066116,2.393172105652397,5.0,5.0,0.0
170.0,14.0,15.454545454545455,11.0,5.80538365130531,33.70247933884297,16.508950740294022,29.0,29.0,9.0
25.0,2.0,2.272727272727273,11.0,2.9260867162601962,8.56198347107438,3.7050334313299693,10.0,10.0,0.0
293.0,25.0,26.636363636363637,11.0,8.626309937655606,74.41322314049586,27.998376576314044,43.0,43.0,13.0
90.0,8.0,8.181818181818182,11.0,5.184209974321183,26.876033057851238,9.685978619539783,18.0,18.0,1.0
62.0,4.0,5.636363636363637,11.0,5.973771874889695,35.68595041322314,8.213071621174715,19.0,19.0,0.0
27.0,3.0,2.4545454545454546,11.0,1.776801844153824,3.15702479338843,3.0301515113634467,6.0,6.0,0.0
52.0,2.0,4.7272727272727275,11.0,6.001377252399639,36.01652892561984,7.639609699692541,21.0,21.0,0.0
56.0,4.0,5.090909090909091,11.0,3.895324597387009,15.173553719008265,6.410219114110617,12.0,12.0,0.0
151.0,10.0,13.727272727272727,11.0,10.08230591491765,101.65289256198345,17.03205533959155,35.0,35.0,3.0
64.0,2.0,5.818181818181818,11.0,6.132153437832747,37.60330578512397,8.453079051715147,21.0,21.0,1.0
9.0,0.0,0.8181818181818182,11.0,1.7486712783337588,3.057851239669422,1.9306145983268455,6.0,6.0,0.0
14.0,0.0,1.2727272727272727,11.0,1.6564424689353272,2.743801652892562,2.088931871468374,5.0,5.0,0.0
42.0,2.0,3.8181818181818183,11.0,4.238742991590825,17.96694214876033,5.704862359904448,13.0,13.0,0.0
0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,2.5454545454545454,11.0,4.559976801448892,20.79338842975207,5.222329678670935,16.0,16.0,0.0
35.0,3.0,3.1818181818181817,11.0,2.1242402628268953,4.5123966942148765,3.8257500750001476,6.0,6.0,0.0
170.0,15.0,15.454545454545455,11.0,5.630495478982553,31.702479338842974,16.448266004216205,28.0,28.0,8.0
71.0,7.0,6.454545454545454,11.0,2.3879864611933996,5.702479338842975,6.882124407741869,11.0,11.0,2.0
113.0,9.0,10.272727272727273,11.0,5.863460180580764,34.3801652892562,11.828317332109876,22.0,22.0,3.0
960.0,82.0,87.27272727272727,11.0,19.26886753803521,371.2892561983471,89.37459472253948,118.0,118.0,60.0
13.0,1.0,1.1818181818181819,11.0,1.3360853142453697,1.7851239669421484,1.7837651700316894,5.0,5.0,0.0
206.0,14.0,18.727272727272727,11.0,11.962752108797078,143.10743801652893,22.22202020110192,40.0,40.0,6.0
438.0,37.0,39.81818181818182,11.0,17.28277219881212,298.694214876033,43.40716321279033,72.0,72.0,8.0
8.0,1.0,0.7272727272727273,11.0,0.7496555682941201,0.5619834710743802,1.044465935734187,2.0,2.0,0.0
0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
219.0,19.0,19.90909090909091,11.0,9.375544061348172,87.90082644628099,22.00619747418275,46.0,46.0,10.0
47.0,2.0,4.2727272727272725,11.0,5.738085032021636,32.92561983471074,7.154146922017899,16.0,16.0,0.0
26.0,2.0,2.3636363636363638,11.0,2.8049542946439114,7.867768595041324,3.668043818514912,10.0,10.0,0.0
22.0,0.0,2.0,11.0,2.73030134866931,7.454545454545454,3.3844564489065974,9.0,9.0,0.0
20.0,1.0,1.8181818181818181,11.0,2.5160640914723724,6.330578512396695,3.1042492870843406,9.0,9.0,0.0
14.0,1.0,1.2727272727272727,11.0,1.420045395619392,2.016528925619835,1.9069251784911847,4.0,4.0,0.0
314.0,28.0,28.545454545454547,11.0,13.391745329687486,179.3388429752066,31.530648870294726,52.0,52.0,0.0
69.0,3.0,6.2727272727272725,11.0,6.756692427658926,45.65289256198347,9.219544457292887,25.0,25.0,0.0
286.0,19.0,26.0,11.0,16.662423702341854,277.6363636363636,30.881003280922783,53.0,53.0,2.0
549.0,46.0,49.90909090909091,11.0,14.66879523747633,215.17355371900823,52.02010101000294,91.0,91.0,35.0
390.0,27.0,35.45454545454545,11.0,17.54663208483785,307.8842975206611,39.55893187270216,71.0,71.0,16.0
46.0,2.0,4.181818181818182,11.0,3.5628941713209867,12.69421487603306,5.493798156268411,13.0,13.0,1.0
81.0,6.0,7.363636363636363,11.0,2.7723546694503467,7.68595041322314,7.868233023309039,12.0,12.0,3.0
67.0,6.0,6.090909090909091,11.0,2.9681504940571832,8.809917355371901,6.775624761532393,12.0,12.0,2.0
182.0,14.0,16.545454545454547,11.0,7.726737949409374,59.70247933884298,18.260737812436425,30.0,30.0,6.0
52.0,4.0,4.7272727272727275,11.0,2.1780270092201706,4.743801652892562,5.2048928030180495,10.0,10.0,3.0
128.0,7.0,11.636363636363637,11.0,12.293921094092338,151.14049586776858,16.927653545174373,44.0,44.0,2.0
293.0,19.0,26.636363636363637,11.0,16.142956399690675,260.5950413223141,31.14628242809901,55.0,55.0,7.0
155.0,10.0,14.090909090909092,11.0,13.76725063629789,189.53719008264463,19.700023073359816,47.0,47.0,0.0
341.0,34.0,31.0,11.0,11.762807333440277,138.36363636363637,33.15665297287463,50.0,50.0,6.0
65.0,4.0,5.909090909090909,11.0,4.42008937496117,19.537190082644624,7.3793323176657015,16.0,16.0,0.0
59.0,12.0,11.8,5.0,5.528109984434101,30.559999999999995,13.03073290340954,20.0,20.0,4.0
4.0,0.0,0.36363636363636365,11.0,0.7713892158398699,0.5950413223140494,0.8528028654224418,2.0,2.0,0.0
4.0,0.0,0.36363636363636365,11.0,0.8813963377120598,0.7768595041322314,0.9534625892455924,3.0,3.0,0.0
24.0,2.0,2.1818181818181817,11.0,1.8497263590341642,3.4214876033057853,2.860387767736777,7.0,7.0,0.0
17.0,1.0,1.5454545454545454,11.0,1.5587661999529316,2.429752066115703,2.195035721390843,4.0,4.0,0.0
39.0,0.0,3.5454545454545454,11.0,5.01567789968499,25.15702479338843,6.142253066039588,13.0,13.0,0.0
44.0,3.0,4.0,11.0,3.411211461689767,11.636363636363637,5.2570299253821675,12.0,12.0,0.0
17.0,0.0,1.5454545454545454,11.0,2.01646118298353,4.066115702479339,2.540579747724022,5.0,5.0,0.0
28.0,1.0,2.5454545454545454,11.0,3.3402132856134252,11.157024793388432,4.199567077254945,11.0,11.0,0.0
26.0,2.0,2.3636363636363638,11.0,2.0123585110162416,4.049586776859504,3.1042492870843406,5.0,5.0,0.0
39.0,4.0,3.5454545454545454,11.0,3.0260576321987704,9.15702479338843,4.661252270288825,8.0,8.0,0.0
41.0,4.0,3.727272727272727,11.0,2.561636873382795,6.561983471074381,4.522670168666454,8.0,8.0,0.0
0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0,14.0,16.818181818181817,11.0,8.870975982158505,78.69421487603306,19.014348648992808,34.0,34.0,4.0
